Questions,Unnamed: 1,Unnamed: 2,Unnamed: 3,duplicate,tags
Explain the difference between compilation and interpretation in the context of programming languages. Give examples of languages that use each approach.,,,,True,"['compilation interpretation', 'programming languages', 'difference compilation']"
"What are the different data types commonly used in programming?  Provide examples in a language you are familiar with (e.g., Java, Python, C++).",,,,False,"['java', 'types commonly', 'data types', 'types']"
"Describe the concept of an algorithm. Can you explain a simple algorithm, such as a sorting algorithm (e.g., bubble sort), in your own words?",,,,False,"['algorithm sorting', 'algorithm bubble', 'algorithm explain']"
"What is a relational database?  What are tables, rows, and columns in the context of a relational database?",,,,True,"['database tables', 'database', 'relational database']"
Write a simple SQL query to select all rows from a table named 'Students' where the 'GPA' is greater than 3.5.,,,,True,"['gpa', 'sql', 'select rows', 'gpa greater', 'students gpa']"
"Explain the difference between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` commands in SQL.",,,,True,"['select insert', 'sql', 'update delete', 'commands sql']"
What is Git and why is it used in software development?,,,,True,"['git', 'git used', 'software development']"
"Describe the common Git commands you're familiar with (e.g., `clone`, `add`, `commit`, `push`, `pull`, `branch`, `merge`).",,,,False,"['common git', 'git', 'git commands']"
Explain briefly what you understand by the Software Development Lifecycle (SDLC).  Name a common SDLC methodology.,,,,False,"['lifecycle sdlc', 'sdlc', 'the software development lifecycle', 'sdlc methodology', 'development lifecycle']"
"Describe one of your academic projects. Explain your role, the technologies used, and any challenges you faced and how you overcame them.  Focus on what you learned from the experience.",,,,True,"['projects', 'projects explain', 'academic projects', 'one']"
Can you explain the difference between an array and a linked list?  What are the advantages and disadvantages of each?,,,,True,"['linked list', 'array linked', 'list advantages']"
"Explain what an algorithm is and give a simple example of one. (e.g., searching for a specific number in a list)",,,,True,"['algorithm', 'one', 'algorithm simple', 'explain algorithm']"
"What is the difference between `let`, `const`, and `var` in JavaScript? When would you use each one?",,,,True,"['const var', 'var', 'javascript', 'var javascript']"
Explain the concept of asynchronous programming in JavaScript. Give an example using `async/await` or Promises.,,,,False,"['javascript', 'concept asynchronous', 'asynchronous', 'asynchronous programming']"
Write a simple SQL query to select all users from a table named 'users' where the age is greater than 25.,,,,True,"['select users', 'sql', 'age greater', 'users age']"
What is the difference between `INNER JOIN` and `LEFT JOIN` in SQL?,,,,True,"['sql', 'left join', 'join sql', 'inner join']"
"Can you describe one of your academic projects that involved frontend development?  What technologies did you use, what were the challenges, and what did you learn from the experience?",,,,False,"['frontend development', 'involved frontend', 'frontend']"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"['compilation interpretation', 'interpreted language', 'compiled language']"
"What is an algorithm? Can you describe a simple algorithm, like finding the largest number in a list?",,,,True,"['algorithm', 'algorithm simple', 'algorithm like']"
What are the different data types commonly used in JavaScript? Give examples of each.,,,,True,"['javascript examples', 'javascript', 'data types']"
Explain the concept of DOM manipulation in JavaScript.  How can you change the text content of an HTML element using JavaScript?,,,,True,"['javascript change', 'dom', 'html', 'manipulation javascript', 'dom manipulation']"
What is a relational database? What is a SQL query?  Give a simple example of a SQL query to select all rows from a table named 'users'.,,,,True,"['example sql', 'database sql', 'sql', 'relational database']"
"What are the differences between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` statements in SQL?",,,,True,"['select insert', 'delete statements', 'update delete', 'sql']"
"Can you walk me through one of your academic projects that involved front-end development?  Describe the project, your role, the technologies used, and any challenges you faced.",,,,True,"['projects', 'development project', 'academic projects', 'one']"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"['compilation interpretation', 'interpreted language', 'compiled language']"
"What is an algorithm? Can you describe a simple algorithm, like finding the largest number in a list?",,,,True,"['algorithm', 'algorithm simple', 'algorithm like']"
What are the different data types you commonly use in JavaScript? Give examples of each.,,,,True,"['javascript examples', 'javascript', 'data types']"
"Explain the difference between `let`, `const`, and `var` in JavaScript.",,,,True,"['const var', 'var', 'javascript', 'var javascript']"
What is a relational database?  What is a SQL query? Give a simple example of a SQL query to retrieve data from a table.,,,,True,"['example sql', 'database sql', 'sql', 'relational database']"
"What is the difference between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` SQL commands?",,,,True,"['sql', 'update delete', 'sql commands', 'delete sql']"
