Questions,Duplicate,Tags,Difficulty Level,duplicate,tags,difficulty_score,difficulty_level
Explain the concept of asynchronous programming in JavaScript. Give an example using `async/await` or Promises.,,,,False,"asynchronous,javascript,asynchronous programming,concept asynchronous",3.3,Medium
Write a simple SQL query to select all users from a table named 'users' where the age is greater than 25.,,,,True,"sql,age greater,select users,users age",1.5,Easy
What is the difference between `INNER JOIN` and `LEFT JOIN` in SQL?,,,,True,"sql,inner join,left join,join sql",2.2,Easy
"Can you describe one of your academic projects that involved frontend development?  What technologies did you use, what were the challenges, and what did you learn from the experience?",,,,False,"frontend,frontend development,involved frontend",2.5,Easy
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"compilation interpretation,compiled language,interpreted language",4.7,Medium
"What is an algorithm? Can you describe a simple algorithm, like finding the largest number in a list?",,,,True,"algorithm like,algorithm simple,algorithm",1.8,Easy
What are the different data types commonly used in JavaScript? Give examples of each.,,,,True,"javascript,javascript examples,data types",2.3,Easy
Explain the concept of DOM manipulation in JavaScript.  How can you change the text content of an HTML element using JavaScript?,,,,True,"html,javascript,dom,dom manipulation,javascript change",3.0,Easy
What is a relational database? What is a SQL query?  Give a simple example of a SQL query to select all rows from a table named 'users'.,,,,True,"database sql,example sql,sql,relational database",1.9,Easy
"What are the differences between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` statements in SQL?",,,,True,"update delete,sql,select insert,delete statements",2.3,Easy
"Can you walk me through one of your academic projects that involved front-end development?  Describe the project, your role, the technologies used, and any challenges you faced.",,,,True,"development project,academic projects,projects,one",2.2,Easy
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"compilation interpretation,compiled language,interpreted language",4.7,Medium
"What is an algorithm? Can you describe a simple algorithm, like finding the largest number in a list?",,,,True,"algorithm like,algorithm simple,algorithm",1.8,Easy
What are the different data types you commonly use in JavaScript? Give examples of each.,,,,True,"javascript,javascript examples,data types",2.2,Easy
"Explain the difference between `let`, `const`, and `var` in JavaScript.",,,,True,"var javascript,var,const var,javascript",2.0,Easy
What is a relational database?  What is a SQL query? Give a simple example of a SQL query to retrieve data from a table.,,,,True,"database sql,example sql,sql,relational database",2.2,Easy
"What is the difference between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` SQL commands?",,,,True,"update delete,delete sql,sql,sql commands",2.5,Easy
"Can you describe one of your academic projects that involved front-end development?  What technologies did you use? What challenges did you face, and how did you overcome them? What was your role in the project?",,,,False,"academic projects,projects,projects involved",1.6,Easy
Can you explain the difference between a compiler and an interpreter?  Give an example of a language that uses each.,,,,True,"compiler interpreter,interpreter example,interpreter",2.6,Easy
"What is an algorithm?  Can you describe a simple algorithm, like searching for a specific number in a list?",,,,True,"algorithm like,algorithm simple,algorithm",2.1,Easy
"What is the difference between `let`, `const`, and `var` in JavaScript?",,,,True,"var javascript,var,const var,javascript",1.7,Easy
"Explain the concept of asynchronous programming in JavaScript.  Give a simple example (e.g., using `setTimeout`).",,,,False,"javascript,concept asynchronous,asynchronous,settimeout,asynchronous programming",3.2,Medium
What is a relational database?  What are some common relational database management systems (RDBMS)?,,,,True,"systems rdbms,database management,relational database",3.7,Medium
Write a simple SQL query to select all users from a table named 'users' where the age is greater than 25.,,,,True,"sql,age greater,select users,users age",1.5,Easy
"Can you describe one of your academic projects that involved frontend development?  Focus on your role, the technologies used, and any challenges you faced.",,,,True,"frontend,frontend development,involved frontend",2.6,Easy
Can you explain the difference between an array and a linked list?  What are the advantages and disadvantages of each?,,,,True,"array linked,list advantages,linked list",2.3,Easy
Explain what an algorithm is and give a simple example of an algorithm you've encountered.,,,,True,"explain algorithm,algorithm simple,example algorithm",3.0,Easy
"What is the difference between `let`, `const`, and `var` in JavaScript?",,,,True,"var javascript,var,const var,javascript",1.7,Easy
Explain the concept of asynchronous programming in JavaScript and give an example of when you might use it.,,,,False,"asynchronous,javascript,asynchronous programming,concept asynchronous",2.3,Easy
Write a simple SQL query to retrieve all rows from a table named 'users' where the 'age' column is greater than 25.,,,,True,"sql,age column,simple sql,users age",1.9,Easy
What is a relational database?  What are some common relational database management systems (RDBMS)?,,,,True,"systems rdbms,database management,relational database",3.7,Medium
"Describe one of your academic projects that involved front-end development.  Explain your role, the technologies used, and any challenges you faced. What did you learn from the project?",,,,True,"academic projects,projects,one,projects involved",2.0,Easy
Explain the difference between an array and a linked list.  When would you choose one over the other?,,,,True,"array,array linked,linked list,one",1.3,Easy
What are the basic principles of object-oriented programming (OOP)?  Give an example of how you've used OOP in a project.,,,,False,"oop,oop example,object oriented,programming oop",3.1,Medium
Describe your understanding of data structures and algorithms. Give an example of a situation where efficient algorithms are crucial.,,,,False,"structures algorithms,data structures,efficient algorithms",4.1,Medium
