Questions,duplicate,tags
Can you explain the difference between a compiler and an interpreter?  Give an example of a language that uses each.,TRUE,"compiler interpreter,interpreter example,interpreter"
"What is an algorithm?  Can you describe a simple algorithm, like searching for a specific number in a list?",TRUE,"algorithm,algorithm like,algorithm simple"
"What is the difference between `let`, `const`, and `var` in JavaScript?",TRUE,"javascript,const var,var,var javascript"
"Explain the concept of asynchronous programming in JavaScript.  Give a simple example (e.g., using `setTimeout`).",FALSE,"concept asynchronous,asynchronous programming,asynchronous,settimeout,javascript"
What is a relational database?  What are some common relational database management systems (RDBMS)?,TRUE,"systems rdbms,database management,relational database"
Write a simple SQL query to select all users from a table named 'users' where the age is greater than 25.,TRUE,"sql,users age,age greater,select users"
"Can you describe one of your academic projects that involved frontend development?  Focus on your role, the technologies used, and any challenges you faced.",TRUE,"frontend,involved frontend,frontend development"
Can you explain the difference between an array and a linked list?  What are the advantages and disadvantages of each?,TRUE,"array linked,list advantages,linked list"
Explain what an algorithm is and give a simple example of an algorithm you've encountered.,TRUE,"example algorithm,explain algorithm,algorithm simple"
"What is the difference between `let`, `const`, and `var` in JavaScript?",TRUE,"javascript,const var,var,var javascript"
Explain the concept of asynchronous programming in JavaScript and give an example of when you might use it.,FALSE,"javascript,asynchronous,asynchronous programming,concept asynchronous"
Write a simple SQL query to retrieve all rows from a table named 'users' where the 'age' column is greater than 25.,TRUE,"simple sql,sql,age column,users age"
What is a relational database?  What are some common relational database management systems (RDBMS)?,TRUE,"systems rdbms,database management,relational database"
"Describe one of your academic projects that involved front-end development.  Explain your role, the technologies used, and any challenges you faced. What did you learn from the project?",TRUE,"academic projects,projects,one,projects involved"
Explain the difference between an array and a linked list.  When would you choose one over the other?,TRUE,"array linked,array,one,linked list"
What are the basic principles of object-oriented programming (OOP)?  Give an example of how you've used OOP in a project.,FALSE,"programming oop,oop example,object oriented,oop"
Describe your understanding of data structures and algorithms. Give an example of a situation where efficient algorithms are crucial.,FALSE,"efficient algorithms,data structures,structures algorithms"
"Have you worked with any programming languages?  If so, which ones and what are your strengths and weaknesses in those languages?",FALSE,"weaknesses languages,programming,programming languages"
What is your experience with version control systems like Git?  Describe a scenario where you used Git for collaboration.,TRUE,"git scenario,git,like git,git collaboration"
"Are you familiar with any databases (SQL, NoSQL)?  If so, which ones and what are some of their key features?",FALSE,"sql,sql nosql,nosql ones,databases"
"Walk me through your most challenging academic project. What were the biggest obstacles, and how did you overcome them? What did you learn from the experience?",FALSE,"biggest obstacles,challenging,challenging academic"
"Tell me about a time you worked effectively as part of a team. What was your role, and what contributed to the team's success?",FALSE,"team role,contributed team,team success"
"Describe a situation where you faced a conflict with a teammate. How did you handle it, and what was the outcome?",FALSE,"conflict,faced conflict,conflict teammate"
"Why are you interested in this Software Engineer position, and what are your career goals?",FALSE,"career goals,position career,software engineer"
Describe your preferred work style and environment. How do you handle pressure and tight deadlines?,FALSE,"deadlines,work style,tight deadlines"
What are your strengths and weaknesses? Give examples to illustrate your points.,FALSE,"weaknesses examples,weaknesses,strengths weaknesses"
"What is a Java Interface, and how does it differ from an Abstract Class?",FALSE,"java interface,interface,abstract class"
